,id,Price,Zip,Type,Subtype,Locality,Surroundings type,Living area,Number of rooms,Bathrooms,Construction year,Number of facades,Swimming pool,Furnished,Open fire,Terrace,Terrace surface,Garden,Garden surface,Primary energy consumption,Energy class,Heating type,Kitchen values,Building Cond. values,Parking,Province,Urban_value,Normal_apt,Big_apt
17962,10421911.0,699000.0,1200.0,apartment,penthouse,woluwe-saint-lambert,,176.0,3.0,1.0,1950.0,2.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,489.0,G,Gas,1.0,3.0,0.0,1,1.0,0,1
17963,10090344.0,732021.0,3000.0,apartment,penthouse,leuven,,140.0,3.0,2.0,2020.0,2.6,0.0,0.0,0.0,1.0,24.0,0.0,0.0,60.0,A,Gas,1.0,4.0,0.0,3,1.0,0,1
17965,10577934.0,749000.0,8300.0,apartment,penthouse,knokke-heist,Urban,78.0,2.0,1.0,2016.0,2.2,0.0,0.0,0.0,1.0,7.0,0.0,0.0,83.0,A,,1.0,3.0,1.0,10,0.0,0,1
17966,10254117.0,775000.0,8301.0,apartment,apartment,duinbergen,,113.0,3.0,1.0,1987.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,C,,1.0,1.0,1.0,10,0.0,1,0
17968,10548618.0,825000.0,1180.0,apartment,duplex,uccle,,197.0,4.0,2.0,1994.0,3.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,196.0,D,Gas,1.0,3.0,4.0,1,1.0,0,1
17969,10524370.0,845000.0,1040.0,apartment,apartment,etterbeek,,210.0,3.0,2.0,1974.8,2.6,0.0,0.0,0.0,0.0,0.0,1.0,150.0,133.0,C,Gas,1.0,3.0,0.0,1,1.0,1,0
17970,10299722.0,850000.0,8300.0,apartment,apartment,knokke,,86.0,2.0,2.0,2017.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,B,Gas,1.0,4.0,1.0,10,0.0,1,0
17971,10369361.0,895000.0,8300.0,apartment,apartment,knokke,,82.0,2.0,2.0,1982.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,146.0,B,Gas,1.0,4.0,1.0,10,0.0,1,0
17972,9600808.0,900000.0,1000.0,apartment,apartment,brussels city,,130.0,3.0,1.0,2014.0,3.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,68.0,B,Gas,1.0,4.0,1.0,1,1.0,1,0
17973,10528703.0,930000.0,8300.0,apartment,apartment,knokke-heist,,100.0,2.0,2.0,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,A,,1.0,3.6,0.0,10,0.0,1,0
17974,10178423.0,995000.0,1150.0,apartment,penthouse,woluwe-saint-pierre,,270.0,2.0,2.0,1957.0,2.0,0.0,0.0,0.0,1.0,5.4,0.0,0.0,378.0,G,,1.0,3.0,0.0,1,1.0,0,1
17975,10487219.0,995000.0,8300.0,apartment,duplex,knokke-heist,,131.0,4.0,2.0,1995.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,157.0,B,Gas,1.0,3.0,1.0,10,0.0,0,1
17977,10567276.0,1058000.0,9070.0,apartment,ground floor,heusden,Fitted out,177.0,2.0,2.0,2015.0,2.4,1.0,0.0,1.0,1.0,6.4,1.0,357.0,116.0,B,Wood,1.0,3.0,2.0,11,0.0,1,0
17978,10551741.0,1250000.0,8300.0,apartment,apartment,knokke-heist,,103.0,3.0,2.0,1979.0,2.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,114.0,B,Gas,1.0,3.0,0.0,10,0.0,1,0
17979,10536973.0,1250000.0,8300.0,apartment,duplex,knokke-heist,,98.0,4.0,2.0,2003.0,2.2,0.0,0.0,0.0,1.0,21.8,0.0,0.0,184.0,B,,1.0,3.0,0.0,10,0.0,0,1
17980,10495060.0,1250000.0,8300.0,apartment,duplex,knokke,,121.0,4.0,2.0,2003.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,184.0,B,Gas,1.0,4.0,0.0,10,0.0,0,1
17981,10491479.0,1350000.0,8300.0,apartment,apartment,knokke,,75.0,2.0,2.0,1970.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,224.0,C,Gas,1.0,4.0,0.0,10,0.0,1,0
17982,10300402.0,1350000.0,8301.0,apartment,apartment,knokke-heist,Fitted out,78.0,2.0,2.0,1970.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,C,,1.0,3.0,0.0,10,0.0,1,0
17983,10423852.0,1600000.0,8300.0,apartment,apartment,knokke-heist,,94.0,2.0,2.0,1986.0,3.0,0.0,0.0,0.0,1.0,10.6,0.0,0.0,184.0,B,,1.0,1.0,1.0,10,0.0,1,0
17984,10536974.0,1695000.0,8300.0,apartment,duplex,knokke-heist,Landscape,170.0,3.0,2.0,2002.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,B,,1.0,3.0,0.0,10,0.0,0,1
17986,10513250.0,1850000.0,8300.0,apartment,apartment,knokke-heist,Fitted out,112.0,3.0,3.0,1948.0,2.2,0.0,0.0,0.0,1.0,13.0,0.0,0.0,302.0,D,,1.0,3.0,0.0,10,0.0,1,0
17987,10491207.0,1850000.0,8300.0,apartment,apartment,knokke,,125.0,3.0,3.0,1948.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19632000732574.2,Not specified,Gas,1.0,4.0,0.0,10,0.0,1,0
17988,10363259.0,1850000.0,8300.0,apartment,apartment,knokke-heist,Fitted out,112.0,3.0,2.0,1948.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,D,,1.0,3.0,1.0,10,0.0,1,0
17989,10188629.0,1995000.0,8300.0,apartment,apartment,knokke-heist,,128.0,4.0,2.0,1948.0,2.0,0.0,0.0,0.0,1.0,6.4,1.0,0.0,304.0,D,,1.0,3.0,1.0,10,0.0,1,0
18000,10605679.0,184000.0,9000.0,apartment,apartment,gent,"Living area (residential, urban or rural)",71.0,2.0,1.0,1968.0,4.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,168.0,B,Gas,1.0,3.0,0.0,11,1.0,1,0
18002,10591430.0,195000.0,3511.0,apartment,apartment,hasselt,,70.0,1.0,1.0,1999.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,301.0,D,Gas,1.0,3.0,0.0,5,0.0,1,0
18003,10301591.0,315000.0,1080.0,apartment,apartment,sint-jans-molenbeek,,121.0,3.0,2.0,1993.0,2.0,0.0,0.0,0.0,1.0,28.6,0.0,0.0,136.0,C,Gas,1.0,4.0,0.0,1,1.0,1,0
18004,10461242.0,315000.0,1080.0,apartment,apartment,sint-jans-molenbeek,,121.0,3.0,2.0,1993.0,2.4,0.0,0.0,0.0,1.0,39.8,0.0,0.0,136.0,C,Gas,1.0,4.0,0.0,1,1.0,1,0
18008,10618643.0,201000.0,8840.0,apartment,apartment,staden,,90.0,2.0,1.0,2022.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19632000732584.8,Not specified,,1.0,3.0,0.0,10,0.0,1,0
18009,10613734.0,185000.0,1030.0,apartment,duplex,schaerbeek,Urban,85.0,1.0,1.0,1950.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,D,Gas,1.0,3.0,0.0,1,1.0,0,1
18010,10613890.0,225000.0,2627.0,apartment,apartment,schelle,,93.0,2.0,1.0,1975.0,2.2,0.0,0.0,0.0,1.0,12.4,0.0,0.0,178.0,B,Gas,1.0,3.6,1.0,4,1.0,1,0
18011,10613905.0,274450.0,9660.0,apartment,ground floor,brakel,,135.0,2.0,1.0,2023.0,3.6,0.0,0.0,0.0,1.0,30.0,1.0,300.0,12632.0,B,,1.0,4.0,1.0,11,0.0,1,0
18012,10615622.0,275000.0,8210.0,apartment,apartment,zedelgem,,96.0,2.0,1.0,2016.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,8345.0,A,,1.0,3.8,1.0,10,0.0,1,0
18013,10615624.0,399000.0,8420.0,apartment,apartment,de haan,,110.0,3.0,1.0,1980.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,166.0,B,,1.0,3.4,0.0,10,0.0,1,0
18014,10597270.0,85000.0,5540.0,apartment,apartment,hastière,,65.0,2.0,1.0,2003.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19632000732642.2,Not specified,Electric,1.0,1.0,0.0,7,0.0,1,0
18015,10366106.0,185000.0,6810.0,apartment,apartment,jamoigne,"Living area (residential, urban or rural)",89.0,2.0,1.0,2022.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19632000732590.6,Not specified,Gas,1.0,4.0,1.0,9,0.0,1,0
18016,10569988.0,192500.0,4624.0,apartment,apartment,romsée,"Living area (residential, urban or rural)",65.0,1.0,1.0,2008.6,2.6,0.0,0.0,0.0,1.0,6.0,0.0,0.0,56.0,A,Gas,0.8,4.0,1.0,6,0.0,1,0
18017,10598496.0,200000.0,8200.0,apartment,apartment,brugge,"Living area (residential, urban or rural)",65.0,1.0,1.0,1972.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19632000732594.2,Not specified,Gas,1.0,4.0,11.0,10,0.0,1,0
18018,10574329.0,211850.0,2870.0,apartment,apartment,ruisbroek,,62.0,1.0,1.0,1992.8,2.2,0.0,0.0,0.0,1.0,4.0,0.0,0.0,19632000732598.0,Not specified,,1.0,3.6,0.0,4,0.0,1,0
18019,10360347.0,242013.0,3500.0,apartment,ground floor,hasselt,,75.0,1.0,1.0,2022.0,4.0,0.0,0.0,0.0,1.0,11.8,0.0,0.0,19632000732730.4,Not specified,Gas,1.0,3.0,0.0,5,1.0,1,0
18020,9478827.0,248000.0,1000.0,apartment,apartment,bruxelles,Urban,76.0,1.0,1.0,2020.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,19632000732554.2,Not specified,Gas,1.0,4.0,58.0,1,1.0,1,0
18021,9329802.0,249000.0,2110.0,apartment,apartment,wijnegem,,84.0,1.0,1.0,2021.0,2.0,0.0,0.0,0.0,1.0,11.0,1.0,21.0,19632000732562.2,Not specified,Gas,1.0,3.0,1.0,4,1.0,1,0
18022,10580844.0,275000.0,2230.0,apartment,apartment,herselt (herselt),,98.0,1.0,1.0,2024.0,2.0,0.0,0.0,0.0,1.0,20.0,1.0,26.0,19632000732539.8,Not specified,Solar,1.0,3.0,0.0,4,0.0,1,0
18023,10598080.0,295000.0,6280.0,apartment,apartment,gerpinnes,,100.0,2.0,1.0,2007.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,C,,1.0,4.0,2.0,8,0.0,1,0
18024,10317584.0,305000.0,3500.0,apartment,apartment,hasselt,,119.0,3.0,1.0,2025.0,2.0,0.0,0.0,0.0,1.0,26.8,0.0,0.0,19632000732608.2,Not specified,Gas,1.0,3.0,0.0,5,1.0,1,0
18025,10580841.0,310000.0,2230.0,apartment,apartment,herselt (herselt),,108.0,2.0,1.0,2024.0,2.0,0.0,0.0,0.0,1.0,17.0,1.0,16.0,19632000732539.8,Not specified,Solar,1.0,3.0,0.0,4,0.0,1,0
18026,10561211.0,315000.0,2830.0,apartment,apartment,willebroek,,124.0,2.0,1.0,2023.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,19632000732533.8,Not specified,,1.0,4.0,0.0,4,0.0,1,0
18027,10569993.0,319500.0,4624.0,apartment,apartment,romsée,"Living area (residential, urban or rural)",117.0,3.0,2.0,2008.6,2.6,0.0,0.0,0.0,1.0,8.0,0.0,0.0,47.0,A,Gas,0.8,4.0,1.0,6,0.0,1,0
18028,9346850.0,320000.0,9200.0,apartment,apartment,dendermonde,,108.0,3.0,2.0,2021.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,40.0,A,,1.0,4.0,1.0,11,0.0,1,0
18029,10561215.0,325000.0,2830.0,apartment,apartment,willebroek,,130.0,2.0,1.0,2023.0,2.0,0.0,1.0,0.0,1.0,16.0,0.0,0.0,19632000732533.8,Not specified,,1.0,4.0,0.0,4,0.0,1,0
18030,10285988.0,328232.0,9800.0,apartment,apartment,deinze,,123.0,3.0,2.0,2021.0,2.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,19632000732541.8,Not specified,,1.0,3.8,0.0,11,0.0,1,0
18031,9793814.0,340000.0,9940.0,apartment,apartment,evergem,,100.0,2.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,19632000732589.8,Not specified,Gas,1.0,4.0,0.0,11,1.0,1,0
18032,9793824.0,345000.0,9940.0,apartment,apartment,evergem,,100.0,2.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,19632000732589.8,Not specified,Gas,1.0,4.0,0.0,11,1.0,1,0
18033,10303247.0,349000.0,9170.0,apartment,ground floor,sint-gillis-waas meerdonk,Urban,119.0,2.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,13.0,1.0,88.0,19632000732582.4,Not specified,Gas,1.0,4.0,0.0,11,0.0,1,0
18034,10546813.0,359500.0,2500.0,apartment,apartment,lier,,120.0,3.0,1.0,2021.0,2.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,52.0,A,Gas,1.0,4.0,2.0,4,0.0,1,0
18035,9603287.0,364000.0,2000.0,apartment,apartment,antwerp,,82.0,2.0,1.0,2021.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,A,,1.0,4.0,0.0,4,1.0,1,0
18036,10539434.0,371850.0,1420.0,apartment,apartment,braine-l'alleud,,128.0,3.0,2.0,2022.0,4.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,19632000732699.4,Not specified,,1.0,3.0,0.0,2,1.0,1,0
18037,9603290.0,374000.0,2000.0,apartment,apartment,antwerp,,82.0,2.0,1.0,2021.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,A,,1.0,4.0,0.0,4,1.0,1,0
18038,9603294.0,384000.0,2000.0,apartment,apartment,antwerp,,82.0,2.0,1.0,2021.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,A,,1.0,4.0,0.0,4,1.0,1,0
18039,9729121.0,386580.0,2950.0,apartment,apartment,kapellen,,92.0,2.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,19632000732606.6,Not specified,,1.0,4.0,76.0,4,1.0,1,0
18040,9793815.0,390000.0,9940.0,apartment,apartment,evergem,,118.0,3.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,19632000732589.8,Not specified,Gas,1.0,4.0,0.0,11,1.0,1,0
18041,10587583.0,410000.0,1300.0,apartment,apartment,wavre,,90.0,2.0,1.0,2021.0,2.6,0.0,0.0,0.0,1.0,18.0,1.0,44.0,19632000732712.2,A++,Gas,1.0,2.6,1.0,2,1.0,1,0
18042,10377657.0,445000.0,3010.0,apartment,ground floor,leuven,,137.0,3.0,1.0,2023.0,2.0,0.0,0.0,0.0,1.0,14.4,0.0,0.0,19632000732631.8,Not specified,Gas,1.0,3.0,1.0,3,0.0,1,0
18043,9106796.0,453265.0,8740.0,apartment,penthouse,pittem,Fitted out,145.0,3.0,2.0,2022.0,3.0,0.0,0.0,0.0,1.0,59.0,0.0,0.0,19632000732502.4,Not specified,Gas,1.0,3.0,1.0,10,0.0,0,1
18044,10576157.0,499000.0,2800.0,apartment,duplex,mechelen,Urban,153.0,2.0,1.0,2020.0,4.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,50.0,A,,1.0,3.0,0.0,4,1.0,0,1
18045,9807912.0,530000.0,9940.0,apartment,apartment,evergem,,145.0,3.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,19632000732620.4,Not specified,Gas,1.0,3.6,0.0,11,1.0,1,0
18046,10526572.0,535000.0,8310.0,apartment,apartment,assebroek,"Living area (residential, urban or rural)",141.0,3.0,2.0,2023.0,3.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,19632000732576.0,Not specified,,1.0,4.0,0.0,10,0.0,1,0
18047,9729123.0,661980.0,2950.0,apartment,apartment,kapellen,,150.0,3.0,2.0,2022.0,2.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,19632000732606.6,Not specified,,1.0,4.0,76.0,4,1.0,1,0
18048,9059582.0,1950000.0,1000.0,apartment,apartment,bruxelles,,211.0,3.0,3.0,2018.0,3.2,0.0,0.0,0.0,1.0,111.0,0.0,0.0,67.0,B,Gas,1.0,4.0,52.0,1,1.0,1,0
18049,10620175.0,100000.0,4032.0,apartment,apartment,chênée,Urban,59.0,1.0,1.0,1984.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,C,Gas,1.0,1.0,0.0,6,0.0,1,0
18050,10620176.0,155000.0,4032.0,apartment,apartment,chênée,Urban,63.0,1.0,1.0,1984.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,C,Gas,1.0,3.0,0.0,6,0.0,1,0
18052,10620502.0,325000.0,1000.0,apartment,flat studio,bruxelles,,50.0,1.0,1.0,2016.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,B,Gas,1.0,4.0,0.0,1,1.0,1,0
18053,10621710.0,539000.0,9990.0,apartment,apartment,maldegem,,244.0,3.0,2.0,2003.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,153.0,B,,1.0,3.0,1.0,11,0.0,1,0
18054,10602102.0,340000.0,4000.0,apartment,loft,liege,,166.0,2.0,2.0,1998.8,2.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,19632000732632.4,Not specified,Gas,1.0,4.0,5.0,6,1.0,1,0
18055,10588061.0,119000.0,8500.0,apartment,apartment,kortrijk,Urban,53.0,1.0,1.0,1973.0,2.8,0.0,0.0,0.0,1.0,5.0,0.0,0.0,294.0,C,Gas,1.0,3.0,0.0,10,1.0,1,0
18056,10435991.0,189000.0,2100.0,apartment,apartment,antwerpen deurne,,55.0,1.0,1.0,2020.0,2.0,0.0,0.0,0.0,1.0,15.0,1.0,40.0,73.0,A,Gas,1.0,4.0,0.0,4,0.0,1,0
18057,10588347.0,210000.0,2100.0,apartment,apartment,antwerpen deurne,,85.0,2.0,1.0,1970.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,187.0,B,,1.0,4.0,0.0,4,0.0,1,0
18058,10610259.0,305000.0,9032.0,apartment,apartment,gent,,100.0,2.0,1.2,1994.2,2.2,0.0,0.0,0.0,1.0,10.0,0.0,0.0,19632000732609.0,Not specified,,1.0,4.0,0.0,11,0.0,1,0
18059,10608149.0,289000.0,9000.0,apartment,apartment,gent,,133.0,3.0,1.0,2004.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,B,,1.0,3.0,0.0,11,1.0,1,0
18060,10608601.0,325000.0,8670.0,apartment,service flat,sint-idesbald,,52.0,1.0,1.0,1991.4,2.4,0.0,0.0,0.0,1.0,11.0,0.0,0.0,71.0,A,,1.0,4.0,1.0,10,0.0,1,0
18061,10608600.0,325000.0,8670.0,apartment,service flat,sint-idesbald,,60.0,1.0,1.0,1991.4,2.4,0.0,0.0,0.0,1.0,11.0,0.0,0.0,70.0,A,,1.0,4.0,0.0,10,0.0,1,0
18062,10608535.0,499000.0,1070.0,apartment,ground floor,anderlecht,,120.0,3.0,2.0,1950.0,3.0,0.0,0.0,0.0,1.0,47.6,1.0,370.0,206.0,D,Gas,1.0,3.0,0.0,1,1.0,1,0
18067,10593776.0,250000.0,9230.0,apartment,apartment,wetteren,"Living area (residential, urban or rural)",80.0,2.0,1.0,1977.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,A,Gas,1.0,3.0,1.0,11,0.0,1,0
18068,10618211.0,180000.0,4032.0,apartment,apartment,chênée,Urban,70.0,2.0,1.0,1990.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,340.0,D,Electric,1.0,3.0,0.0,6,0.0,1,0
18069,10616772.0,269000.0,3200.0,apartment,apartment,aarschot,,70.0,2.0,1.0,2015.0,3.2,0.0,0.0,0.0,1.0,4.2,0.0,0.0,101.0,B,,1.0,3.8,0.0,3,0.0,1,0
18070,10617005.0,596315.0,9940.0,apartment,penthouse,evergem,Countryside,158.0,3.0,2.0,2023.0,2.6,0.0,0.0,0.0,1.0,84.0,0.0,0.0,30.0,A,,1.0,3.2,0.0,11,1.0,0,1
18071,10600004.0,80000.0,6950.0,apartment,apartment,nassogne,,39.0,1.0,1.0,1997.2,2.6,0.0,0.0,0.0,1.0,13.0,0.0,0.0,266.0,D,Electric,1.0,2.0,0.0,9,0.0,1,0
18073,10600984.0,195000.0,5651.0,apartment,duplex,walcourt,Urban,140.0,4.0,1.0,2009.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,F,Fuel oil,1.0,3.0,0.0,7,0.0,0,1
18075,10566781.0,75000.0,8430.0,apartment,flat studio,middelkerke,,28.0,1.6,1.0,1975.0,2.2,0.0,1.0,0.0,1.0,18.2,0.0,0.0,19632000732655.2,Not specified,,1.0,4.0,0.0,10,0.0,1,0
18076,10576012.0,99000.0,1000.0,apartment,kot,bruxelles,Urban,20.0,1.0,1.0,2018.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19632000732553.8,Not specified,,1.0,4.0,0.0,1,1.0,1,0
18077,10550705.0,105000.0,4801.0,apartment,apartment,verviers stembert,Urban,91.0,2.0,1.0,1996.8,3.0,0.0,0.0,0.0,1.0,30.0,1.0,195.0,528.0,G,Gas,1.0,3.0,0.0,6,0.0,1,0
18078,10550704.0,105000.0,4801.0,apartment,apartment,verviers stembert,Urban,88.0,2.0,1.0,1996.8,3.0,0.0,0.0,0.0,1.0,30.0,1.0,195.0,428.0,F,Gas,1.0,3.0,0.0,6,0.0,1,0
18079,10448159.0,120000.0,6750.0,apartment,apartment,musson,,52.0,1.0,1.0,1997.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,D,Fuel oil,1.0,3.2,0.0,9,0.0,1,0
18080,10562382.0,120000.0,7140.0,apartment,apartment,morlanwelz-mariemont,,141.0,2.0,1.0,1998.0,2.0,0.0,0.0,0.0,1.0,20.0,1.0,260.0,348.0,E,Gas,1.0,2.0,0.0,8,0.0,1,0
18081,10585887.0,140000.0,2060.0,apartment,apartment,antwerp,Urban,51.0,1.0,1.0,1998.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,B,Gas,1.0,3.0,0.0,4,0.0,1,0
18082,10552122.0,149000.0,5000.0,apartment,apartment,namur,,74.0,2.0,1.0,2003.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,C,Gas,1.0,3.0,0.0,7,1.0,1,0
18083,10448374.0,155000.0,1050.0,apartment,flat studio,ixelles,,40.0,2.0,1.0,1999.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,G,,0.8,2.0,0.0,1,1.0,1,0
18084,10174451.0,160000.0,1140.0,apartment,service flat,evere,"Living area (residential, urban or rural)",25.0,1.0,1.0,2015.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19632000732552.0,Not specified,Gas,0.0,4.0,2.0,1,1.0,1,0
18085,10379729.0,165000.0,5100.0,apartment,apartment,jambes,,41.0,1.0,1.0,2005.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,D,,1.0,3.2,0.0,7,0.0,1,0
18086,10275306.0,165000.0,8670.0,apartment,apartment,koksijde,,65.0,2.0,1.0,1966.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,D,,1.0,3.4,0.0,10,0.0,1,0
18087,10584922.0,169000.0,2100.0,apartment,apartment,deurne,,82.0,2.0,1.0,1973.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,B,Gas,1.0,3.0,1.0,4,0.0,1,0
18088,10389736.0,170000.0,6790.0,apartment,apartment,aubange,,60.0,2.0,1.0,1987.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,D,Electric,1.0,3.2,0.0,9,0.0,1,0
18089,10431611.0,175000.0,1160.0,apartment,flat studio,auderghem,,42.0,2.0,1.4,1989.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,F,,1.0,2.8,0.0,1,1.0,1,0
18090,10151339.0,175000.0,8430.0,apartment,apartment,middelkerke,,59.0,2.0,1.0,1965.0,3.2,0.0,0.0,0.0,1.0,10.4,0.0,0.0,468.0,E,Gas,1.0,3.4,0.0,10,0.0,1,0
18091,10297071.0,180000.0,6980.0,apartment,apartment,la roche-en-ardenne,,94.0,2.0,1.0,1996.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,B,Gas,1.0,3.0,0.0,9,0.0,1,0
18092,10570160.0,185000.0,1083.0,apartment,apartment,ganshoren,,75.0,2.0,1.0,1942.0,2.4,0.0,0.0,0.0,1.0,18.0,0.0,0.0,234.0,E,Fuel oil,1.0,1.0,0.0,1,1.0,1,0
18093,10583876.0,187500.0,3600.0,apartment,apartment,genk,,70.0,2.0,1.0,1980.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,D,Electric,0.8,2.8,0.0,5,1.0,1,0
18094,10584701.0,189000.0,8400.0,apartment,apartment,oostende,,84.0,2.4,1.0,1969.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,457.0,E,,1.0,3.0,0.0,10,1.0,1,0
18095,10496354.0,189000.0,9040.0,apartment,apartment,gent sint-amandsberg,Urban,46.0,1.0,1.0,2001.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,B,Gas,1.0,3.0,2.0,11,0.0,1,0
18096,10514843.0,195000.0,8400.0,apartment,apartment,oostende,,72.0,1.0,1.0,1962.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,304.0,D,,1.0,3.0,0.0,10,1.0,1,0
18097,10391888.0,195000.0,9160.0,apartment,service flat,lokeren,,69.0,1.0,1.0,2015.0,2.0,1.0,0.0,0.0,1.0,2.4,0.0,0.0,19632000732523.8,Not specified,Gas,1.0,4.0,1.0,11,0.0,1,0
18098,8640774.0,199000.0,7712.0,apartment,apartment,herseaux,,96.0,2.0,1.0,2014.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,B,Gas,1.0,3.0,0.0,8,0.0,1,0
18099,10516783.0,199000.0,9000.0,apartment,apartment,gent,Urban,91.0,3.0,1.0,2009.4,4.0,0.0,0.0,0.0,1.0,8.6,0.0,0.0,203.0,C,,1.0,3.0,0.0,11,1.0,1,0
18100,10536342.0,199447.0,8870.0,apartment,apartment,izegem,,56.0,1.0,1.0,2021.0,2.2,0.0,0.0,0.0,1.0,6.0,1.0,0.0,19632000732502.4,Not specified,Gas,1.0,4.0,0.0,10,0.0,1,0
18101,10506153.0,200000.0,3630.0,apartment,penthouse,maasmechelen,Urban,55.0,1.0,1.0,2010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19632000732593.0,Not specified,Gas,1.0,3.0,0.0,5,0.0,0,1
18102,8432575.0,210000.0,9700.0,apartment,service flat,oudenaarde,,80.0,1.0,1.0,2016.6,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1777.2,Not specified,Gas,0.0,4.0,0.0,11,0.0,1,0
18103,10391297.0,214500.0,1082.0,apartment,apartment,berchem-sainte-agathe,Urban,75.0,2.0,1.0,1964.4,2.2,0.0,0.0,0.0,1.0,6.8,0.0,0.0,210.0,D,Fuel oil,1.0,3.0,0.0,1,1.0,1,0
