,id,Price,Zip,Type,Subtype,Locality,Surroundings type,Living area,Number of rooms,Bathrooms,Construction year,Number of facades,Swimming pool,Furnished,Open fire,Terrace,Terrace surface,Garden,Garden surface,Primary energy consumption,Energy class,Heating type,Kitchen values,Building Cond. values,Parking,Province,Urban_value,Normal_apt,Big_apt
11761,10605808.0,109000.0,4500.0,apartment,apartment,huy,,54.0,1.0,1.0,1973.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,C,Gas,1.0,2.8,0.0,6,0.0,1,0
11762,10607864.0,160000.0,6540.0,apartment,apartment,lobbes,,87.0,2.0,1.0,1986.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,D,Electric,1.0,3.0,1.0,8,0.0,1,0
11763,10606226.0,215000.0,1140.0,apartment,apartment,evere,,70.0,2.0,1.2,1927.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,G,Gas,1.0,3.0,1.0,1,1.0,1,0
11764,10606682.0,285000.0,8400.0,apartment,apartment,oostende,,88.0,2.0,1.0,1999.6,2.2,0.0,0.0,0.0,1.0,1.8,0.0,0.0,183.0,B,Gas,1.0,3.0,0.0,10,1.0,1,0
11765,10607119.0,299900.0,2100.0,apartment,apartment,deurne,,129.0,3.0,1.0,1963.0,3.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,177.0,B,,1.0,2.0,0.0,4,0.0,1,0
11766,10591792.0,149000.0,1750.0,apartment,apartment,sint-martens-lennik,,79.0,1.0,1.0,2008.0,2.0,0.0,0.0,0.0,1.0,3.6,0.0,0.0,166.0,B,Gas,1.0,3.0,0.0,3,0.0,1,0
11767,10590797.0,209000.0,3980.0,apartment,apartment,tessenderlo,,102.0,2.0,1.0,1975.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,F,Electric,1.0,3.2,2.0,5,0.0,1,0
11768,10591807.0,220000.0,1400.0,apartment,apartment,nivelles,,84.0,2.0,1.0,1983.4,2.8,0.0,0.0,0.0,1.0,9.0,0.0,0.0,144.0,B,Gas,1.0,3.0,1.0,2,0.0,1,0
11769,10592586.0,267000.0,9800.0,apartment,apartment,vinkt,,90.0,1.0,1.0,2021.0,2.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,54.0,A,Gas,1.0,3.2,2.0,11,0.0,1,0
11770,10591798.0,299000.0,2861.0,apartment,apartment,onze-lieve-vrouw-waver,,84.0,2.0,1.0,2003.0,2.2,0.0,0.0,0.0,1.0,21.0,1.0,0.0,226.0,C,Gas,1.0,3.0,2.0,4,0.0,1,0
11771,10591854.0,305000.0,7760.0,apartment,apartment,celles,,128.0,3.0,1.0,1975.2,2.0,0.0,0.0,0.0,1.0,8.0,1.0,25.0,148.0,B,Gas,1.0,3.0,0.0,8,0.0,1,0
11772,10591990.0,335000.0,1030.0,apartment,ground floor,schaerbeek,,114.0,3.0,1.0,1960.0,2.2,0.0,0.0,0.0,1.0,3.4,0.0,0.0,271.0,E,Gas,1.0,2.0,0.0,1,1.0,1,0
11773,10590448.0,475000.0,1050.0,apartment,apartment,ixelles,,100.0,3.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,274.0,E,Gas,1.0,3.0,0.0,1,1.0,1,0
11774,10591730.0,625000.0,1050.0,apartment,apartment,ixelles,Isolated,120.0,2.0,1.0,1914.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,260.0,E,,0.0,1.0,0.0,1,1.0,1,0
11775,10612823.0,334370.0,9800.0,apartment,apartment,deinze,Urban,102.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,1.0,14.0,1.0,34.0,1.0,A,Gas,1.0,3.8,21.0,11,0.0,1,0
11776,10610488.0,320000.0,1080.0,apartment,apartment,molenbeek-saint-jean,,150.0,3.0,1.0,1973.0,2.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,184.0,D,Gas,1.0,3.4,1.0,1,1.0,1,0
11777,10616831.0,465000.0,1420.0,apartment,ground floor,braine-l'alleud,Isolated,130.0,3.0,2.0,2025.0,2.0,0.0,0.0,0.0,1.0,18.0,1.0,154.0,50.0,A,Gas,1.0,4.0,106.0,2,1.0,1,0
11778,10614049.0,149000.0,5580.0,apartment,apartment,rochefort,Urban,69.0,2.0,1.0,2006.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,95.0,B,Gas,1.0,3.0,0.0,7,0.0,1,0
11779,10553783.0,299000.0,1090.0,apartment,apartment,jette,,116.0,2.0,1.0,1935.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,F,Gas,1.0,3.0,0.0,1,1.0,1,0
11780,10615465.0,335000.0,1030.0,apartment,apartment,schaerbeek,,135.0,1.0,1.0,1920.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,G,Gas,0.0,3.0,0.0,1,1.0,1,0
11781,10615783.0,375000.0,1050.0,apartment,apartment,ixelles,,85.0,2.0,1.0,1920.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,241.0,E,Gas,1.0,3.0,0.0,1,1.0,1,0
11782,10613483.0,420000.0,5000.0,apartment,apartment,namur,,160.0,3.0,2.0,1953.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,D,Gas,1.0,3.0,3.0,7,1.0,1,0
11783,10613566.0,475000.0,1050.0,apartment,apartment,ixelles,,125.0,2.0,2.0,1952.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,253.0,E,Fuel oil,1.0,3.0,2.0,1,1.0,1,0
11784,10613526.0,490000.0,1200.0,apartment,apartment,woluwe-saint-lambert,,147.0,3.0,1.0,1957.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,291.0,F,Gas,1.0,3.0,1.0,1,1.0,1,0
11785,10613314.0,675000.0,1930.0,apartment,penthouse,zaventem,,237.0,4.0,3.0,2008.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,115.0,B,Gas,1.0,4.0,2.0,3,1.0,0,1
11786,10254583.0,182000.0,4700.0,apartment,apartment,eupen,Urban,75.0,1.0,1.0,2022.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,B,Gas,0.0,4.0,0.0,6,0.0,1,0
11787,10472562.0,223000.0,1070.0,apartment,apartment,anderlecht,Urban,66.0,1.0,1.0,2024.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,25.0,A,Gas,1.0,3.4,114.0,1,1.0,1,0
11788,10512645.0,250000.0,4050.0,apartment,apartment,chaudfontaine,"Living area (residential, urban or rural)",87.0,2.0,1.0,2020.0,2.0,0.0,0.0,0.0,1.0,36.0,1.0,34.0,93.0,B,Gas,1.0,4.0,2.0,6,1.0,1,0
11789,10513910.0,253500.0,1160.0,apartment,flat studio,auderghem,Urban,46.0,2.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,40.0,A,Gas,1.0,3.0,1.0,1,1.0,1,0
11790,10475789.0,259000.0,1140.0,apartment,flat studio,evere,"Living area (residential, urban or rural)",55.0,1.0,1.2,1973.6,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,33.0,A,Solar,1.0,4.0,17.0,1,1.0,1,0
11791,10445722.0,279000.0,1300.0,apartment,apartment,wavre,"Living area (residential, urban or rural)",83.0,1.0,1.4,1978.6,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,114.0,B,Gas,1.0,4.0,12.0,2,1.0,1,0
11792,10597779.0,285000.0,1190.0,apartment,apartment,forest,"Living area (residential, urban or rural)",78.0,1.0,1.0,1970.0,2.0,0.0,0.0,0.0,1.0,12.0,1.0,60.0,231.0,E,Gas,1.0,3.0,0.0,1,0.0,1,0
11793,10511840.0,300000.0,4140.0,apartment,apartment,sprimont,"Living area (residential, urban or rural)",111.0,2.0,1.0,2019.0,2.4,0.0,1.0,0.0,1.0,16.0,0.0,0.0,77.0,A,Gas,1.0,3.0,2.0,6,0.0,1,0
11794,10550934.0,310000.0,4700.0,apartment,apartment,eupen,Urban,97.0,2.0,1.0,2022.0,2.6,0.0,0.0,0.0,1.0,56.0,0.0,0.0,101.0,B,Gas,1.0,4.0,0.0,6,0.0,1,0
11795,10475868.0,329000.0,1140.0,apartment,apartment,evere,"Living area (residential, urban or rural)",74.0,1.0,1.2,1973.6,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,37.0,A,Solar,1.0,4.0,17.0,1,1.0,1,0
11796,10428212.0,335000.0,1300.0,apartment,apartment,wavre,Urban,108.0,2.0,1.0,2022.0,3.2,0.0,0.0,0.0,1.0,20.0,0.0,0.0,112.0,B,Gas,0.0,4.0,58.0,2,1.0,1,0
11797,10201116.0,340000.0,5100.0,apartment,apartment,jambes,"Living area (residential, urban or rural)",109.0,3.0,2.0,2020.0,2.0,0.0,0.0,0.0,1.0,11.0,1.0,76.0,110.0,B,Gas,0.0,4.0,10.0,7,0.0,1,0
11798,10428213.0,345000.0,1300.0,apartment,apartment,wavre,Urban,99.0,2.0,1.0,2022.0,3.2,0.0,0.0,0.0,1.0,17.0,0.0,0.0,115.0,B,Gas,0.0,4.0,58.0,2,1.0,1,0
11799,10597885.0,350000.0,1140.0,apartment,apartment,evere,,110.0,3.0,1.0,2008.0,2.2,0.0,0.0,0.0,1.0,6.0,0.0,0.0,19632000732627.8,Not specified,Electric,1.0,3.0,1.0,1,1.0,1,0
11800,9661467.0,360000.0,1300.0,apartment,apartment,wavre,Urban,94.0,2.0,2.0,2021.0,2.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,117.0,B,Gas,1.0,4.0,1.0,2,1.0,1,0
11801,10472561.0,362500.0,1070.0,apartment,apartment,anderlecht,Isolated,118.0,3.0,2.0,2024.0,2.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,25.0,A,Gas,1.0,3.4,114.0,1,1.0,1,0
11802,10597375.0,370000.0,1080.0,apartment,loft,sint-jans-molenbeek,Urban,135.0,3.0,2.0,2011.0,4.0,0.0,0.0,0.0,1.0,9.8,0.0,0.0,237.0,E,Gas,1.0,3.0,0.0,1,1.0,1,0
11803,10586663.0,375000.0,1140.0,apartment,apartment,evere,"Living area (residential, urban or rural)",102.0,2.0,1.0,2023.0,2.2,0.0,0.0,0.0,1.0,18.0,0.0,0.0,42.0,A,Gas,1.0,3.0,1.0,1,1.0,1,0
11804,10254585.0,379000.0,4700.0,apartment,apartment,eupen,Urban,130.0,3.0,2.0,2022.0,2.6,0.0,0.0,0.0,1.0,85.0,0.0,0.0,97.0,B,Gas,1.0,4.0,0.0,6,0.0,1,0
11805,10558633.0,384000.0,1000.0,apartment,ground floor,bruxelles,Isolated,110.0,3.0,2.0,2025.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,33.0,A,Gas,1.0,4.0,0.0,1,1.0,1,0
11806,10545059.0,399400.0,1200.0,apartment,penthouse,woluwe-saint-lambert,Isolated,74.0,1.0,1.2,2025.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,45.0,A,,1.0,4.0,1.0,1,1.0,0,1
11807,10467827.0,400000.0,1000.0,apartment,apartment,bruxelles,Urban,87.0,2.0,1.0,2025.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,46.0,B,Gas,1.0,4.0,1.0,1,1.0,1,0
11808,10558640.0,407000.0,1000.0,apartment,ground floor,bruxelles,Isolated,104.0,2.0,2.0,2025.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,44.0,A,Gas,1.0,4.0,0.0,1,1.0,1,0
11809,10558639.0,407000.0,1000.0,apartment,ground floor,bruxelles,Isolated,107.0,2.0,2.0,2025.0,4.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,44.0,A,Gas,1.0,4.0,0.0,1,1.0,1,0
11810,10233053.0,415000.0,1050.0,apartment,apartment,ixelles,Isolated,78.0,1.0,1.0,2024.0,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,126.0,C,Gas,1.0,4.0,0.0,1,1.0,1,0
11811,10426258.0,435000.0,1390.0,apartment,apartment,grez-doiceau,,101.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,80.0,A,Gas,1.0,2.8,2.0,2,0.0,1,0
11812,10506883.0,445000.0,1180.0,apartment,apartment,uccle,Urban,92.0,2.0,1.0,2021.0,2.0,0.0,0.0,0.0,1.0,14.0,1.0,123.0,116.0,C,Gas,1.0,4.0,5.0,1,1.0,1,0
11813,10518402.0,450000.0,1130.0,apartment,penthouse,haren (bru.),Countryside,156.0,3.0,1.0,2020.0,4.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,80.0,B,Gas,1.0,2.6,0.0,1,0.0,0,1
11814,10375144.0,450000.0,1130.0,apartment,penthouse,haren (bru.),Countryside,156.0,3.0,1.0,2020.0,4.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,80.0,B,Gas,1.0,3.2,0.0,1,0.0,0,1
11815,10518403.0,450000.0,1140.0,apartment,penthouse,evere,Countryside,156.0,3.0,1.0,2020.0,4.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,80.0,B,Gas,1.0,2.6,0.0,1,1.0,0,1
11816,10375143.0,450000.0,1140.0,apartment,penthouse,evere,Countryside,156.0,3.0,1.0,2020.0,4.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,80.0,B,Gas,1.0,3.2,0.0,1,1.0,0,1
11817,10557470.0,459000.0,1140.0,apartment,apartment,evere,Urban,115.0,3.0,2.0,2024.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,67.0,B,,1.0,4.0,34.0,1,1.0,1,0
11818,10475679.0,459000.0,1140.0,apartment,apartment,evere,"Living area (residential, urban or rural)",116.0,3.0,1.0,1973.6,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,37.0,A,Solar,1.0,4.0,17.0,1,1.0,1,0
11819,10011499.0,460000.0,1000.0,apartment,duplex,bruxelles,Urban,147.0,3.0,1.0,2019.0,2.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,120.0,C,Gas,1.0,3.0,1.0,1,1.0,0,1
11820,10457572.0,479000.0,1090.0,apartment,ground floor,jette,Isolated,115.0,3.0,2.0,2022.0,3.0,0.0,0.0,0.0,1.0,15.0,1.0,82.0,3765.0,A,Gas,1.0,4.0,22.0,1,1.0,1,0
11821,9792190.0,485000.0,1180.0,apartment,apartment,uccle,Isolated,107.0,2.0,1.0,2021.0,2.2,0.0,0.0,0.0,1.0,17.0,0.0,0.0,95.0,B,Gas,1.0,4.0,1.0,1,1.0,1,0
11822,10475748.0,489000.0,1140.0,apartment,penthouse,evere,"Living area (residential, urban or rural)",108.0,3.0,1.0,1973.6,2.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,39.0,A,Solar,1.0,4.0,17.0,1,1.0,0,1
11823,10426256.0,525000.0,1390.0,apartment,apartment,grez-doiceau,,116.0,3.0,1.0,2023.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,75.0,A,Gas,1.0,2.8,2.0,2,0.0,1,0
11824,10347842.0,529000.0,1140.0,apartment,penthouse,evere,"Living area (residential, urban or rural)",121.0,3.0,1.0,1981.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,49.0,B,Solar,1.0,4.0,17.0,1,1.0,0,1
11825,10428201.0,645000.0,1180.0,apartment,apartment,uccle,Urban,132.0,3.0,2.0,2021.0,3.2,0.0,0.0,0.0,1.0,16.0,1.0,86.0,114.0,C,Gas,1.0,4.0,5.0,1,1.0,1,0
11826,10448483.0,655000.0,1390.0,apartment,apartment,grez-doiceau,,157.0,3.0,2.0,2023.0,2.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,78.0,A,Gas,1.0,2.8,2.0,2,0.0,1,0
11827,9899433.0,670000.0,1000.0,apartment,apartment,bruxelles ville,Urban,98.0,1.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,43.0,A,Gas,0.8,3.4,0.0,1,1.0,1,0
11828,10426259.0,699000.0,1390.0,apartment,apartment,grez-doiceau,,199.0,3.0,1.0,2023.0,2.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,82.0,A,Gas,1.0,2.8,2.0,2,0.0,1,0
11829,10572659.0,805000.0,1200.0,apartment,penthouse,sint-lambrechts-woluwe,"Living area (residential, urban or rural)",170.0,3.0,3.0,2020.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,73.0,B,Gas,1.0,4.0,2.0,1,1.0,0,1
11830,10454958.0,995000.0,1950.0,apartment,duplex,kraainem,,173.0,3.0,2.0,2022.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,5103.0,A,,1.0,4.0,2.0,3,1.0,0,1
11831,10418500.0,1340000.0,1180.0,apartment,apartment,uccle,,179.0,3.0,3.0,2022.0,4.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,75.0,B,Gas,1.0,3.4,1.0,1,1.0,1,0
11833,10620374.0,230000.0,1180.0,apartment,apartment,uccle,,80.0,1.0,1.2,1965.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,F,Gas,1.0,3.0,1.0,1,1.0,1,0
11834,10602680.0,149000.0,8400.0,apartment,apartment,oostende,,62.0,1.0,1.2,1998.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,B,Gas,1.0,3.0,0.0,10,1.0,1,0
11835,10602691.0,239000.0,1030.0,apartment,apartment,schaerbeek,"Living area (residential, urban or rural)",98.0,2.0,1.0,1968.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19632000732564.4,Not specified,Gas,1.0,3.0,0.0,1,1.0,1,0
11836,10589929.0,119000.0,6060.0,apartment,apartment,gilly,,70.0,2.0,1.2,1972.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,C,Gas,1.0,2.0,1.0,8,0.0,1,0
11837,10589046.0,265000.0,9000.0,apartment,apartment,gent,Urban,37.0,1.0,1.0,2013.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,B,Gas,1.0,4.0,0.0,11,1.0,1,0
11838,10589331.0,299000.0,2861.0,apartment,apartment,onze-lieve-vrouw-waver,,105.0,2.0,1.0,2001.0,2.0,0.0,0.0,0.0,1.0,29.6,0.0,0.0,276.0,C,Gas,1.0,3.0,3.0,4,0.0,1,0
11839,10589489.0,365000.0,1190.0,apartment,penthouse,forest,Isolated,95.0,1.0,1.0,1968.0,2.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,333.0,F,,1.0,3.0,0.0,1,0.0,0,1
11840,10588743.0,372000.0,1000.0,apartment,ground floor,bruxelles,Urban,90.0,2.0,1.0,2004.0,2.0,0.0,0.0,0.0,1.0,99.0,1.0,70.0,279.0,F,Gas,1.0,3.0,0.0,1,1.0,1,0
11841,10588684.0,375000.0,1180.0,apartment,apartment,uccle,"Living area (residential, urban or rural)",139.0,3.0,1.0,2008.0,2.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,118.0,C,Gas,1.0,3.0,2.0,1,1.0,1,0
11842,10589122.0,549000.0,1050.0,apartment,ground floor,ixelles,Urban,112.0,2.0,1.0,2005.0,2.0,0.0,0.0,0.0,1.0,61.4,0.0,0.0,225.0,E,Gas,1.0,3.0,1.0,1,1.0,1,0
11843,10609658.0,240000.0,1932.0,apartment,apartment,sint-stevens-woluwe,,70.0,1.0,1.0,1937.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,C,Gas,0.8,2.8,0.0,3,0.0,1,0
11844,10593685.0,230000.0,1420.0,apartment,apartment,braine-l'alleud,,107.0,2.0,1.0,1899.0,4.0,0.0,0.0,0.0,1.0,25.0,1.0,30.0,273.0,D,,1.0,3.0,0.0,2,1.0,1,0
11845,10593652.0,275000.0,1050.0,apartment,apartment,ixelles,,90.0,2.0,1.0,1935.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,19632000732536.2,Not specified,Gas,0.0,2.0,0.0,1,1.0,1,0
11846,10611445.0,214000.0,1080.0,apartment,apartment,molenbeek-saint-jean,,90.0,2.0,1.4,1965.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,238.0,E,Gas,1.0,3.0,1.0,1,1.0,1,0
11847,10611014.0,265000.0,8400.0,apartment,duplex,oostende,,111.0,3.0,1.2,1942.8,2.4,0.0,0.0,0.0,1.0,1.4,0.0,0.0,270.0,C,Electric,1.0,3.0,1.0,10,1.0,0,1
11848,10612623.0,275000.0,1082.0,apartment,apartment,berchem-sainte-agathe,"Living area (residential, urban or rural)",69.0,1.0,1.0,2023.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,70.0,B,Gas,1.0,3.4,1.0,1,1.0,1,0
11849,10610995.0,290000.0,1000.0,apartment,apartment,nord-est (bruxelles),,85.0,2.0,1.0,1965.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,19632000732749.2,Not specified,Gas,1.0,2.0,0.0,1,1.0,1,0
11850,10319703.0,299000.0,4607.0,apartment,duplex,dalhem,Countryside,134.0,3.0,1.6,2022.0,2.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,72.0,A,Gas,1.0,3.0,3.0,6,0.0,0,1
11851,10610756.0,315000.0,6700.0,apartment,apartment,arlon,,89.0,2.0,2.0,1925.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,26.0,118.0,B,Gas,1.0,3.0,1.0,9,0.0,1,0
11852,10610897.0,345000.0,8870.0,apartment,penthouse,izegem,,133.0,2.0,1.2,1975.2,2.4,0.0,0.0,0.0,1.0,10.8,0.0,0.0,144.0,B,Gas,1.0,4.0,0.0,10,0.0,0,1
11853,10612626.0,355000.0,1082.0,apartment,apartment,berchem-sainte-agathe,"Living area (residential, urban or rural)",88.0,2.0,1.0,2023.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,70.0,B,Gas,1.0,3.4,1.0,1,1.0,1,0
11854,10612175.0,360000.0,1180.0,apartment,apartment,uccle,,99.0,2.0,1.0,1975.0,4.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,19632000732652.6,Not specified,Gas,1.0,3.0,0.0,1,1.0,1,0
11855,10612627.0,480000.0,1082.0,apartment,apartment,berchem-sainte-agathe,"Living area (residential, urban or rural)",121.0,4.0,2.0,2023.0,4.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,70.0,B,Gas,1.0,3.4,1.0,1,1.0,1,0
11856,10598247.0,710000.0,1180.0,apartment,apartment,uccle,Countryside,142.0,3.0,1.0,2024.0,4.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,46.0,B,,1.0,2.6,0.0,1,1.0,1,0
11859,10619278.0,339000.0,9700.0,apartment,apartment,oudenaarde,Countryside,129.0,3.0,1.0,2024.0,4.0,0.0,0.0,0.0,1.0,19.0,1.0,63.0,19632000732544.0,Not specified,,1.0,4.0,1.0,11,0.0,1,0
11860,10604558.0,300000.0,2250.0,apartment,apartment,olen,Shop street,96.0,2.0,1.0,2021.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,19632000732584.0,Not specified,Gas,1.0,3.2,1.0,4,0.0,1,0
11861,10600939.0,220000.0,1140.0,apartment,flat studio,evere,"Living area (residential, urban or rural)",48.0,2.4,1.0,1979.8,2.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,101.0,C,,1.0,3.0,1.0,1,1.0,1,0
11862,10600867.0,229000.0,8370.0,apartment,apartment,blankenberge,,92.0,2.0,1.0,1990.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,C,Gas,1.0,3.0,0.0,10,0.0,1,0
11863,10599683.0,299000.0,2660.0,apartment,ground floor,hoboken,,105.0,3.0,1.0,1980.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,164.0,B,,1.0,4.0,3.0,4,0.0,1,0
11864,10600587.0,425000.0,5000.0,apartment,apartment,namur,,102.0,2.0,1.0,2009.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,C,Fuel oil,1.0,4.0,1.0,7,1.0,1,0
11865,10600483.0,496000.0,1180.0,apartment,apartment,uccle,,156.0,3.0,2.0,1967.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,153.0,D,Gas,1.0,2.6,1.0,1,1.0,1,0
11867,10218590.0,79000.0,4053.0,apartment,apartment,embourg,"Living area (residential, urban or rural)",50.0,1.0,1.0,1960.0,2.6,0.0,0.0,0.0,1.0,13.0,0.0,0.0,276.0,D,Gas,1.0,1.0,1.0,6,0.0,1,0
11868,10558683.0,100000.0,5000.0,apartment,apartment,namur,,40.0,1.0,1.0,1972.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,C,Gas,1.0,3.0,0.0,7,1.0,1,0
11869,10557729.0,109000.0,4820.0,apartment,apartment,dison,Urban,90.0,2.0,1.0,2010.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,C,Gas,1.0,3.0,2.0,6,1.0,1,0
11870,10338725.0,115000.0,4141.0,apartment,apartment,sprimont,Isolated,64.0,1.0,1.0,1965.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,374.0,E,Fuel oil,1.0,3.0,1.0,6,0.0,1,0
11871,10532232.0,119000.0,4500.0,apartment,apartment,huy,,65.0,1.0,1.0,1874.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,B,Gas,1.0,3.0,0.0,6,0.0,1,0
11872,10465432.0,120000.0,9051.0,apartment,apartment,sint-denijs-westrem,Shop street,67.0,1.0,1.0,1996.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,C,Electric,0.0,2.0,0.0,11,0.0,1,0
11873,10465431.0,125000.0,9051.0,apartment,apartment,sint-denijs-westrem,Shop street,70.0,1.0,1.2,1996.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,C,Electric,0.0,2.0,0.0,11,0.0,1,0
11874,10539349.0,130000.0,6000.0,apartment,apartment,charleroi,,81.0,2.0,1.0,2014.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,C,Gas,1.0,3.0,1.0,8,1.0,1,0
11875,10508588.0,134000.0,2800.0,apartment,kot,mechelen,Urban,22.0,1.0,1.0,1984.6,2.0,0.0,1.0,0.0,1.0,30.6,0.0,0.0,92.0,A,Gas,1.0,4.0,0.0,4,1.0,1,0
11876,10556264.0,135000.0,5300.0,apartment,apartment,andenne,,65.0,2.0,1.0,1975.8,2.4,0.0,0.0,0.0,1.0,2.2,0.0,0.0,238.0,C,Gas,1.0,1.0,0.0,7,0.0,1,0
11877,10093818.0,135000.0,6220.0,apartment,duplex,fleurus,,100.0,2.0,1.4,1993.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,D,Fuel oil,1.0,3.0,0.0,8,0.0,0,1
11878,10541675.0,139000.0,4020.0,apartment,apartment,liege,Urban,51.0,1.0,1.0,1850.0,2.0,0.0,0.0,0.0,1.0,21.0,1.0,28.0,301.0,D,Gas,1.0,3.0,0.0,6,0.0,1,0
11879,10379832.0,139500.0,4020.0,apartment,apartment,liège,,55.0,1.0,1.2,2013.2,2.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,371.0,E,Gas,1.0,3.0,0.0,6,0.0,1,0
11880,10508590.0,142000.0,2800.0,apartment,kot,mechelen,Urban,24.0,1.0,1.0,1984.6,2.0,0.0,1.0,0.0,1.0,30.6,0.0,0.0,92.0,A,Gas,1.0,4.0,0.0,4,1.0,1,0
